BioProject	AssemblyAccession	AssemblyName	Organism	SpeciesTaxid	BioSampleAccn	ContigN50	Coverage	Strain	Pathovar	Owner
PRJNA988133	GCA_035058815.1	ASM3505881v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348437	145071	180	WHRI 8801	campestris	University of Exeter
PRJNA988133	GCA_035058785.1	ASM3505878v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348472	177456	174	WHRI 10042	campestris	University of Exeter
PRJNA988133	GCA_035058725.1	ASM3505872v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348471	108190	64	WHRI 8759	campestris	University of Exeter
PRJNA988133	GCA_035058625.1	ASM3505862v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348481	136133	74	WHRI 8539	campestris	University of Exeter
PRJNA988133	GCA_035058615.1	ASM3505861v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348473	100923	151	WHRI 8868	campestris	University of Exeter
PRJNA988133	GCA_035058605.1	ASM3505860v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348508	147822	330	WHRI 10021B	campestris	University of Exeter
PRJNA988133	GCA_035058545.1	ASM3505854v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348441	276345	180	WHRI 8857	campestris	University of Exeter
PRJNA988133	GCA_035058525.1	ASM3505852v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348486	151637	165	WHRI 8409	campestris	University of Exeter
PRJNA988133	GCA_035058355.1	ASM3505835v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348456	100829	117	WHRI 8401	campestris	University of Exeter
PRJNA988133	GCA_035058365.1	ASM3505836v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348480	146845	188	WHRI 8405	campestris	University of Exeter
PRJNA988133	GCA_035058335.1	ASM3505833v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348475	133102	213	WHRI 8500	campestris	University of Exeter
PRJNA988133	GCA_035058325.1	ASM3505832v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348507	175837	277	WHRI 10021A	campestris	University of Exeter
PRJNA988133	GCA_035027645.1	ASM3502764v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348470	96821	185	WHRI 8709	campestris	University of Exeter
PRJNA988133	GCA_035027625.1	ASM3502762v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348505	155706	337	WHRI 10019C	campestris	University of Exeter
PRJNA988133	GCA_035027605.1	ASM3502760v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348502	124905	231	WHRI 10018A	campestris	University of Exeter
PRJNA988133	GCA_035027585.1	ASM3502758v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348510	149700	414	WHRI 10024A	campestris	University of Exeter
PRJNA988133	GCA_035027565.1	ASM3502756v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348468	118074	64	WHRI 8497	campestris	University of Exeter
PRJNA988133	GCA_035027545.1	ASM3502754v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348467	133239	194	WHRI 8403	campestris	University of Exeter
PRJNA988133	GCA_035027525.1	ASM3502752v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348440	147742	188	WHRI 8856	campestris	University of Exeter
PRJNA988133	GCA_035027505.1	ASM3502750v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348464	114286	100	WHRI 8688	campestris	University of Exeter
PRJNA988133	GCA_035027485.1	ASM3502748v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348465	155706	72	WHRI 8758	campestris	University of Exeter
PRJNA988133	GCA_035027465.1	ASM3502746v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348463	145844	39	WHRI 8622	campestris	University of Exeter
PRJNA988133	GCA_035027445.1	ASM3502744v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348436	101116	61	WHRI 8800	campestris	University of Exeter
PRJNA988133	GCA_035027425.1	ASM3502742v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348462	86812	62	WHRI 8423A	campestris	University of Exeter
PRJNA988133	GCA_035027405.1	ASM3502740v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348458	125000	57	WHRI 8618	campestris	University of Exeter
PRJNA988133	GCA_035027365.1	ASM3502736v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348506	189858	431	WHRI 10020A	campestris	University of Exeter
PRJNA988133	GCA_035027385.1	ASM3502738v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348442	136133	105	WHRI 8730	campestris	University of Exeter
PRJNA988133	GCA_035027345.1	ASM3502734v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348509	159969	399	WHRI 10023A	campestris	University of Exeter
PRJNA988133	GCA_035027325.1	ASM3502732v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348459	96737	153	WHRI 8668	campestris	University of Exeter
PRJNA988133	GCA_035027305.1	ASM3502730v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348503	156277	310	WHRI 10018B	campestris	University of Exeter
PRJNA988133	GCA_035027285.1	ASM3502728v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348457	119956	53	WHRI 8420A	campestris	University of Exeter
PRJNA988133	GCA_035027265.1	ASM3502726v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348466	133690	64	WHRI 10040	campestris	University of Exeter
PRJNA988133	GCA_035027245.1	ASM3502724v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348435	135403	169	WHRI 8795	campestris	University of Exeter
PRJNA988133	GCA_035027225.1	ASM3502722v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348452	111199	219	WHRI 8416A	campestris	University of Exeter
PRJNA988133	GCA_035027205.1	ASM3502720v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348453	95898	61	WHRI 8596	campestris	University of Exeter
PRJNA988133	GCA_035027185.1	ASM3502718v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348451	156278	167	WHRI 10035A	campestris	University of Exeter
PRJNA988133	GCA_035027155.1	ASM3502715v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348446	124905	42	WHRI 8414A	campestris	University of Exeter
PRJNA988133	GCA_035027145.1	ASM3502714v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348455	100942	236	WHRI 8737	campestris	University of Exeter
PRJNA988133	GCA_035027125.1	ASM3502712v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348460	135808	168	WHRI 8746	campestris	University of Exeter
PRJNA988133	GCA_035027105.1	ASM3502710v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348445	142696	59	WHRI 10034B	campestris	University of Exeter
PRJNA988133	GCA_035027085.1	ASM3502708v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346956	120889	341	WHRI 7787	campestris	University of Exeter
PRJNA988133	GCA_035027065.1	ASM3502706v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348444	129702	56	WHRI 8879	campestris	University of Exeter
PRJNA988133	GCA_035027045.1	ASM3502704v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348447	143121	56	WHRI 8544	campestris	University of Exeter
PRJNA988133	GCA_035027025.1	ASM3502702v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348449	92774	105	WHRI 8653	campestris	University of Exeter
PRJNA988133	GCA_035027005.1	ASM3502700v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348461	158836	163	WHRI 8402	campestris	University of Exeter
PRJNA988133	GCA_035026985.1	ASM3502698v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346926	104569	107	WHRI 6185	campestris	University of Exeter
PRJNA988133	GCA_035026965.1	ASM3502696v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346927	79444	77	WHRI 6186	campestris	University of Exeter
PRJNA988133	GCA_035026945.1	ASM3502694v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348454	115537	266	WHRI 8662	campestris	University of Exeter
PRJNA988133	GCA_035026925.1	ASM3502692v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348450	113419	196	WHRI 8733	campestris	University of Exeter
PRJNA988133	GCA_035026905.1	ASM3502690v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346925	116621	286	WHRI 6183	campestris	University of Exeter
PRJNA988133	GCA_035026885.1	ASM3502688v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348434	105352	106	WHRI 8794	campestris	University of Exeter
PRJNA988133	GCA_035026865.1	ASM3502686v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346974	314968	230	WHRI 6383 (NCPPB 2857)	campestris	University of Exeter
PRJNA988133	GCA_035026845.1	ASM3502684v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346972	114210	272	WHRI 6381 (NCPPB 529)	campestris	University of Exeter
PRJNA988133	GCA_035026825.1	ASM3502682v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348443	82207	277	WHRI 8788	campestris	University of Exeter
PRJNA988133	GCA_035026805.1	ASM3502680v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346976	123625	26	WHRI 6413	campestris	University of Exeter
PRJNA988133	GCA_035026785.1	ASM3502678v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346973	110143	206	WHRI 6382 (NCPPB 1711)	campestris	University of Exeter
PRJNA988133	GCA_035026765.1	ASM3502676v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348433	96131	51	WHRI 8789	campestris	University of Exeter
PRJNA988133	GCA_035026745.1	ASM3502674v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346971	161665	201	WHRI 6380 (NCPPB 404)	campestris	University of Exeter
PRJNA988133	GCA_035026725.1	ASM3502672v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346928	90110	304	WHRI 6187	campestris	University of Exeter
PRJNA988133	GCA_035026705.1	ASM3502670v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346967	93985	309	WHRI 6367	campestris	University of Exeter
PRJNA988133	GCA_035026685.1	ASM3502668v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346975	86627	102	WHRI 6412	campestris	University of Exeter
PRJNA988133	GCA_035026665.1	ASM3502666v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346966	104250	280	WHRI 6366	campestris	University of Exeter
PRJNA988133	GCA_035026645.1	ASM3502664v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346968	102527	323	WHRI 6368	campestris	University of Exeter
PRJNA988133	GCA_035026625.1	ASM3502662v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346965	107429	295	WHRI 6087	campestris	University of Exeter
PRJNA988133	GCA_035026605.1	ASM3502660v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346924	155701	294	WHRI 6182	campestris	University of Exeter
PRJNA988133	GCA_035026585.1	ASM3502658v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346960	190805	312	WHRI 7945	campestris	University of Exeter
PRJNA988133	GCA_035026565.1	ASM3502656v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346970	124714	175	WHRI 6379 (NCPPB 45)	campestris	University of Exeter
PRJNA988133	GCA_035026545.1	ASM3502654v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346959	199051	146	WHRI 7944	campestris	University of Exeter
PRJNA988133	GCA_035026525.1	ASM3502652v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346961	73265	163	WHRI 8020C	campestris	University of Exeter
PRJNA988133	GCA_035026505.1	ASM3502650v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346958	403862	377	WHRI 7943	campestris	University of Exeter
PRJNA988133	GCA_035026485.1	ASM3502648v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346969	94771	329	WHRI 6369	campestris	University of Exeter
PRJNA988133	GCA_035026465.1	ASM3502646v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348448	189851	109	WHRI 8650	campestris	University of Exeter
PRJNA988133	GCA_035026445.1	ASM3502644v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346954	80534	274	WHRI 7281	campestris	University of Exeter
PRJNA988133	GCA_035026425.1	ASM3502642v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346953	109563	174	WHRI 7279	campestris	University of Exeter
PRJNA988133	GCA_035026405.1	ASM3502640v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346964	116196	149	WHRI 8820	campestris	University of Exeter
PRJNA988133	GCA_035026385.1	ASM3502638v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346952	121649	253	WHRI 7277	campestris	University of Exeter
PRJNA988133	GCA_035026355.1	ASM3502635v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346957	95852	327	WHRI 7797	campestris	University of Exeter
PRJNA988133	GCA_035026335.1	ASM3502633v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346962	116620	227	WHRI 8022C	campestris	University of Exeter
PRJNA988133	GCA_035026305.1	ASM3502630v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346951	123689	403	WHRI 7275	campestris	University of Exeter
PRJNA988133	GCA_035026285.1	ASM3502628v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346948	123695	281	WHRI 7262	campestris	University of Exeter
PRJNA988133	GCA_035026265.1	ASM3502626v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346947	109364	263	WHRI 7260	campestris	University of Exeter
PRJNA988133	GCA_035026245.1	ASM3502624v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346946	121864	341	WHRI 7240	campestris	University of Exeter
PRJNA988133	GCA_035026225.1	ASM3502622v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346945	109918	305	WHRI 7234	campestris	University of Exeter
PRJNA988133	GCA_035026205.1	ASM3502620v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346955	91823	269	WHRI 7779	campestris	University of Exeter
PRJNA988133	GCA_035026185.1	ASM3502618v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346922	147728	271	WHRI 6180	campestris	University of Exeter
PRJNA988133	GCA_035026165.1	ASM3502616v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346944	77731	211	WHRI 7230	campestris	University of Exeter
PRJNA988133	GCA_035026145.1	ASM3502614v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346940	114210	180	WHRI 7071	campestris	University of Exeter
PRJNA988133	GCA_035026125.1	ASM3502612v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346950	90118	222	WHRI 7273	campestris	University of Exeter
PRJNA988133	GCA_035026105.1	ASM3502610v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346943	107134	227	WHRI 7074	campestris	University of Exeter
PRJNA988133	GCA_035026085.1	ASM3502608v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346941	135472	298	WHRI 7072	campestris	University of Exeter
PRJNA988133	GCA_035026065.1	ASM3502606v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346936	81185	292	WHRI 6196	campestris	University of Exeter
PRJNA988133	GCA_035026045.1	ASM3502604v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346933	111118	250	WHRI 6192	campestris	University of Exeter
PRJNA988133	GCA_035026025.1	ASM3502602v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346949	102733	319	WHRI 7264	campestris	University of Exeter
PRJNA988133	GCA_035026005.1	ASM3502600v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346963	124058	286	WHRI 8023C	campestris	University of Exeter
PRJNA988133	GCA_035025985.1	ASM3502598v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368346	81090	185	WHRI 8578	campestris	University of Exeter
PRJNA988133	GCA_035025965.1	ASM3502596v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368347	124898	158	WHRI 3973A	campestris	University of Exeter
PRJNA988133	GCA_035025945.1	ASM3502594v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368345	101521	170	WHRI 8572	campestris	University of Exeter
PRJNA988133	GCA_035025925.1	ASM3502592v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368340	163157	146	WHRI 8450A	campestris	University of Exeter
PRJNA988133	GCA_035025905.1	ASM3502590v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368363	164169	153	WHRI 6057	campestris	University of Exeter
PRJNA988133	GCA_035025885.1	ASM3502588v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368362	131621	153	WHRI 6056	campestris	University of Exeter
PRJNA988133	GCA_035025865.1	ASM3502586v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368365	156277	138	WHRI 6059	campestris	University of Exeter
PRJNA988133	GCA_035025845.1	ASM3502584v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368361	167760	160	WHRI 6055	campestris	University of Exeter
PRJNA988133	GCA_035025825.1	ASM3502582v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368370	141349	87	WHRI 6065	campestris	University of Exeter
PRJNA988133	GCA_035025805.1	ASM3502580v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368314	115769	218	WHRI 3832A	campestris	University of Exeter
PRJNA988133	GCA_035025785.1	ASM3502578v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368366	141280	149	WHRI 6061	campestris	University of Exeter
PRJNA988133	GCA_035025765.1	ASM3502576v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368357	178734	150	WHRI 6051	campestris	University of Exeter
PRJNA988133	GCA_035025745.1	ASM3502574v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368312	121537	276	WHRI 3820A	campestris	University of Exeter
PRJNA988133	GCA_035025725.1	ASM3502572v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368313	123477	160	WHRI 3830A	campestris	University of Exeter
PRJNA988133	GCA_035025705.1	ASM3502570v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368372	213252	124	WHRI 6067	campestris	University of Exeter
PRJNA988133	GCA_035025685.1	ASM3502568v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368374	124265	165	WHRI 6069	campestris	University of Exeter
PRJNA988133	GCA_035025665.1	ASM3502566v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368360	178587	164	WHRI 6054	campestris	University of Exeter
PRJNA988133	GCA_035025645.1	ASM3502564v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368356	145844	127	WHRI 6050	campestris	University of Exeter
PRJNA988133	GCA_035025625.1	ASM3502562v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368373	155847	131	WHRI 6068	campestris	University of Exeter
PRJNA988133	GCA_035025605.1	ASM3502560v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368368	156284	81	WHRI 6063	campestris	University of Exeter
PRJNA988133	GCA_035025585.1	ASM3502558v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368369	215075	138	WHRI 6064	campestris	University of Exeter
PRJNA988133	GCA_035025565.1	ASM3502556v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368367	189592	159	WHRI 6062	campestris	University of Exeter
PRJNA988133	GCA_035025545.1	ASM3502554v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368364	155774	172	WHRI 6058	campestris	University of Exeter
PRJNA988133	GCA_035025525.1	ASM3502552v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368386	155105	174	WHRI 6074	campestris	University of Exeter
PRJNA988133	GCA_035025505.1	ASM3502550v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368371	138379	148	WHRI 6066	campestris	University of Exeter
PRJNA988133	GCA_035025485.1	ASM3502548v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368391	147992	170	WHRI 6083	campestris	University of Exeter
PRJNA988133	GCA_035025465.1	ASM3502546v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346919	107205	89	WHRI 6089	campestris	University of Exeter
PRJNA988133	GCA_035025445.1	ASM3502544v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368390	124235	190	WHRI 6082	campestris	University of Exeter
PRJNA988133	GCA_035025425.1	ASM3502542v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368381	156278	128	WHRI 10062A	campestris	University of Exeter
PRJNA988133	GCA_035025405.1	ASM3502540v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346934	102604	217	WHRI 6194	campestris	University of Exeter
PRJNA988133	GCA_035025385.1	ASM3502538v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368379	115773	191	WHRI 6312A	campestris	University of Exeter
PRJNA988133	GCA_035025365.1	ASM3502536v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368384	178513	157	WHRI 6072	campestris	University of Exeter
PRJNA988133	GCA_035025345.1	ASM3502534v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368380	155706	165	WHRI 10061	campestris	University of Exeter
PRJNA988133	GCA_035025325.1	ASM3502532v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368378	148187	187	WHRI 6184	campestris	University of Exeter
PRJNA988133	GCA_035025305.1	ASM3502530v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368382	163467	161	WHRI 6022A	campestris	University of Exeter
PRJNA988133	GCA_035025285.1	ASM3502528v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368316	178112	175	WHRI 3843B	campestris	University of Exeter
PRJNA988133	GCA_035025265.1	ASM3502526v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368383	152433	141	WHRI 6024A	campestris	University of Exeter
PRJNA988133	GCA_035025245.1	ASM3502524v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368385	193927	157	WHRI 6073	campestris	University of Exeter
PRJNA988133	GCA_035025225.1	ASM3502522v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368377	124853	171	WHRI 6075	campestris	University of Exeter
PRJNA988133	GCA_035025205.1	ASM3502520v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368376	191354	134	WHRI 6071	campestris	University of Exeter
PRJNA988133	GCA_035025165.1	ASM3502516v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368375	191180	187	WHRI 6070	campestris	University of Exeter
PRJNA988133	GCA_035024025.1	ASM3502402v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368353	176696	160	WHRI 6047	campestris	University of Exeter
PRJNA988133	GCA_035024005.1	ASM3502400v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368351	126093	91	WHRI 6045	campestris	University of Exeter
PRJNA988133	GCA_035023985.1	ASM3502398v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368359	195041	179	WHRI 6053	campestris	University of Exeter
PRJNA988133	GCA_035023965.1	ASM3502396v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368358	148187	174	WHRI 6052	campestris	University of Exeter
PRJNA988133	GCA_035023945.1	ASM3502394v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368354	131448	186	WHRI 6048	campestris	University of Exeter
PRJNA988133	GCA_035023925.1	ASM3502392v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368350	193926	110	WHRI 6044	campestris	University of Exeter
PRJNA988133	GCA_035023905.1	ASM3502390v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368355	163798	103	WHRI 6049	campestris	University of Exeter
PRJNA988133	GCA_035023885.1	ASM3502388v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368349	176914	73	WHRI 3975A	campestris	University of Exeter
PRJNA988133	GCA_035023865.1	ASM3502386v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368352	156278	49	WHRI 6046	campestris	University of Exeter
PRJNA988133	GCA_035023825.1	ASM3502382v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368329	222227	147	WHRI 5212 (NCPPB 528)	campestris	University of Exeter
PRJNA988133	GCA_035023845.1	ASM3502384v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368311	122812	174	WHRI 3819A	campestris	University of Exeter
PRJNA988133	GCA_035023805.1	ASM3502380v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368323	155096	148	WHRI 3880 (NCPPB 2986)	campestris	University of Exeter
PRJNA988133	GCA_035023785.1	ASM3502378v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368325	155846	144	WHRI 3964	campestris	University of Exeter
PRJNA988133	GCA_035023765.1	ASM3502376v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368310	136471	174	WHRI 3818A	campestris	University of Exeter
PRJNA988133	GCA_035023745.1	ASM3502374v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368324	176673	176	WHRI 3883 (NCPPB 1946)	campestris	University of Exeter
PRJNA988133	GCA_035023725.1	ASM3502372v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368344	150500	161	WHRI 8469	campestris	University of Exeter
PRJNA988133	GCA_035023705.1	ASM3502370v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368339	167586	145	WHRI 8448A	campestris	University of Exeter
PRJNA988133	GCA_035023685.1	ASM3502368v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368338	124878	205	WHRI 8447A	campestris	University of Exeter
PRJNA988133	GCA_035023655.1	ASM3502365v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368342	154889	145	WHRI 8458A	campestris	University of Exeter
PRJNA988133	GCA_035023645.1	ASM3502364v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368348	135227	173	WHRI 3974A	campestris	University of Exeter
PRJNA988133	GCA_035023625.1	ASM3502362v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368335	135808	158	WHRI 8436	campestris	University of Exeter
